,alpha,avg_score,min_df,ngram,scores,scoring_method,vectorizer
213,5.0,0.902900038054,1e-05,"(1, 2)","[0.902519496101, 0.904290429043, 0.901890189019]",testing_score,TfidfVectorizer
214,10.0,0.892899667891,1e-05,"(1, 2)","[0.896220755849, 0.891689168917, 0.890789078908]",testing_score,TfidfVectorizer
215,50.0,0.879799227673,1e-05,"(1, 2)","[0.887522495501, 0.877887788779, 0.87398739874]",testing_score,TfidfVectorizer
216,0.0,0.500300000006,0.0001,"(1, 2)","[0.500299940012, 0.500450045005, 0.500150015002]",testing_score,TfidfVectorizer
217,0.1,0.924799948501,0.0001,"(1, 2)","[0.925314937013, 0.927692769277, 0.921392139214]",testing_score,TfidfVectorizer
218,1.0,0.916900058332,0.0001,"(1, 2)","[0.916316736653, 0.919591959196, 0.914791479148]",testing_score,TfidfVectorizer
219,5.0,0.902900038054,0.0001,"(1, 2)","[0.902519496101, 0.904290429043, 0.901890189019]",testing_score,TfidfVectorizer
220,10.0,0.892899667891,0.0001,"(1, 2)","[0.896220755849, 0.891689168917, 0.890789078908]",testing_score,TfidfVectorizer
221,50.0,0.879799227673,0.0001,"(1, 2)","[0.887522495501, 0.877887788779, 0.87398739874]",testing_score,TfidfVectorizer
222,0.0,0.872699687485,0.001,"(1, 2)","[0.875824835033, 0.866186618662, 0.876087608761]",testing_score,TfidfVectorizer
223,0.1,0.901199868037,0.001,"(1, 2)","[0.902519496101, 0.899789978998, 0.901290129013]",testing_score,TfidfVectorizer
224,1.0,0.90009981802,0.001,"(1, 2)","[0.901919616077, 0.898589858986, 0.899789978998]",testing_score,TfidfVectorizer
225,5.0,0.894799647931,0.001,"(1, 2)","[0.898320335933, 0.892589258926, 0.893489348935]",testing_score,TfidfVectorizer
226,10.0,0.891299597866,0.001,"(1, 2)","[0.895320935813, 0.889288928893, 0.889288928893]",testing_score,TfidfVectorizer
227,50.0,0.877499207629,0.001,"(1, 2)","[0.885422915417, 0.872787278728, 0.874287428743]",testing_score,TfidfVectorizer
228,0.0,0.832998866773,0.01,"(1, 2)","[0.844331133773, 0.826582658266, 0.828082808281]",testing_score,TfidfVectorizer
229,0.1,0.833098876774,0.01,"(1, 2)","[0.844331133773, 0.826282628263, 0.828682868287]",testing_score,TfidfVectorizer
230,1.0,0.833598926779,0.01,"(1, 2)","[0.844331133773, 0.827782778278, 0.828682868287]",testing_score,TfidfVectorizer
231,5.0,0.833198766787,0.01,"(1, 2)","[0.845530893821, 0.827782778278, 0.826282628263]",testing_score,TfidfVectorizer
232,10.0,0.832498756774,0.01,"(1, 2)","[0.844931013797, 0.828382838284, 0.824182418242]",testing_score,TfidfVectorizer
233,50.0,0.832798786777,0.01,"(1, 2)","[0.844931013797, 0.830483048305, 0.82298229823]",testing_score,TfidfVectorizer
234,0.0,0.683699473727,0.1,"(1, 2)","[0.688962207558, 0.686168616862, 0.67596759676]",testing_score,TfidfVectorizer
235,0.1,0.683699473727,0.1,"(1, 2)","[0.688962207558, 0.686168616862, 0.67596759676]",testing_score,TfidfVectorizer
236,1.0,0.683599493723,0.1,"(1, 2)","[0.688662267546, 0.686468646865, 0.675667566757]",testing_score,TfidfVectorizer
237,5.0,0.683299523714,0.1,"(1, 2)","[0.688062387522, 0.686768676868, 0.675067506751]",testing_score,TfidfVectorizer
238,10.0,0.683399503718,0.1,"(1, 2)","[0.688362327534, 0.686768676868, 0.675067506751]",testing_score,TfidfVectorizer
239,50.0,0.683699593715,0.1,"(1, 2)","[0.68776244751, 0.687668766877, 0.675667566757]",testing_score,TfidfVectorizer
